Transaction ID,Timestamp,Merchant ID,Cateogory,Company,Aquiring_Bank,City,Amount(INR),Status,Response_msg,Latency_ms
020f18cf2cb92f96,2025-10-09 12:11:27.421876188,c249d883b6,Food & Dining,BHIM,Bank of Baroda,Mumbai,40480.07,Success,Transaction Completed Successfully,492
aa50876481ed3a6b,2024-03-23 16:18:00.837659248,76bd7b4d66,Electronics & Appliances,Paytm,State Bank of India,Kolkata,35280.14,Success,Transaction Completed Successfully,1811
9c096fc07d215d42,2024-01-24 06:24:15.651957173,5a7af2b4ea,Healthcare & Pharmacy,PhonePe,ICICI Bank,Kolkata,10081.83,Failed,Exceeded Daily Limit,1961
c4534c8a4f7b8e16,2023-02-05 02:32:39.298808737,fea1d0e92f,Electronics & Appliances,Google Pay,Axis Bank,Kolkata,26570.65,Failed,Bank Timed Out,1707
7b31115b6d956886,2026-06-18 08:26:27.300435932,495715d96f,Retail & Apparel,Paytm,State Bank of India,Delhi NCR,41576.68,Failed,Exceeded Daily Limit,399
caa9c43a12533a6b,2024-11-14 00:58:54.416911552,d956a85afc,Retail & Apparel,Google Pay,Bank of Baroda,Kolkata,31871.01,Failed,Bank Timed Out,928
82eb37dd51448d53,2023-08-31 10:19:57.123482317,0d8597f775,Healthcare & Pharmacy,Paytm,HDFC Bank,Hyderabad,31151.66,Failed,Insufficient Funds,1890
ebbc6f09c17db4a3,2024-07-01 09:34:48.590595767,6183d12823,Retail & Apparel,BHIM,Kotak Mahindra Bank,Bengaluru,11451.25,Success,Transaction Completed Successfully,1296
64d01b08f8023779,2025-05-16 05:15:41.984079468,cd4cdb90b2,Healthcare & Pharmacy,Amazon Pay,Kotak Mahindra Bank,Bengaluru,946.45,Failed,Bank Timed Out,162
b02a39126438ac4b,2024-10-31 05:35:10.719246507,057961051a,Retail & Apparel,PhonePe,HDFC Bank,Bengaluru,24837.42,Failed,Exceeded Daily Limit,645
abdc365851ddd913,2024-06-30 19:58:28.063870380,2c3ea53b40,Grocery & Supermarkets,Amazon Pay,HDFC Bank,Kolkata,12958.93,Success,Transaction Completed Successfully,270
416a1e8082331cd1,2024-04-22 10:03:11.083036364,9a8c9a736a,Retail & Apparel,Amazon Pay,ICICI Bank,Hyderabad,4224.39,Failed,Invalid PIN,1435
ab015d17a649fdb5,2026-06-09 17:47:11.716153582,8154b0fee9,Grocery & Supermarkets,CRED,HDFC Bank,Bengaluru,20104.03,Failed,Invalid PIN,759
41e6419e88bcbf9e,2025-10-05 22:20:35.437719981,f6e0c05ad6,Healthcare & Pharmacy,BHIM,ICICI Bank,Hyderabad,45298.9,Success,Transaction Completed Successfully,1107
ebaa325fde0e10e7,2024-06-10 06:54:24.618770699,d03c38d3f6,Grocery & Supermarkets,Google Pay,Axis Bank,Mumbai,7670.01,Failed,Bank Timed Out,1078
aa9be783486d52ac,2026-02-14 22:07:01.930773263,bd6d3c3133,Grocery & Supermarkets,PhonePe,Kotak Mahindra Bank,Delhi NCR,1451.97,Failed,Insufficient Funds,434
c6020c9551d925ea,2023-07-11 17:38:25.947047835,ed559f672a,Electronics & Appliances,Paytm,ICICI Bank,Bengaluru,37893.85,Failed,Exceeded Daily Limit,224
bbce88f586c276fe,2024-11-15 23:12:11.613165216,b07972144c,Grocery & Supermarkets,Paytm,Kotak Mahindra Bank,Delhi NCR,48799.58,Failed,Bank Timed Out,1511
fad4db99c48e6b83,2025-06-13 20:34:47.759706405,a1372e6085,Grocery & Supermarkets,Google Pay,ICICI Bank,Delhi NCR,31561.98,Failed,Bank Timed Out,394
0445e634d044788b,2026-03-25 15:29:56.234956211,117363e8da,Food & Dining,Paytm,Bank of Baroda,Delhi NCR,871.82,Failed,Exceeded Daily Limit,1418
54d2237ca9c3d581,2023-06-27 02:19:12.880260439,d905bcba36,Electronics & Appliances,PhonePe,Bank of Baroda,Kolkata,30677.33,Success,Transaction Completed Successfully,1377
91be58542c883bcd,2025-01-19 04:38:51.835885279,11fde09f97,Grocery & Supermarkets,PhonePe,Bank of Baroda,Chennai,22547.65,Failed,Insufficient Funds,1318
0a3a604398907869,2025-04-16 08:59:53.904360940,1919674a29,Retail & Apparel,Paytm,Axis Bank,Mumbai,30070.12,Failed,System Error,1174
c06c093ad8ba8ef3,2023-05-08 04:56:58.556608295,a68a5deddf,Retail & Apparel,BHIM,Axis Bank,Delhi NCR,20769.63,Failed,Bank Timed Out,363
18969cc301ec89eb,2025-08-31 19:59:14.879188469,ad9db66a28,Healthcare & Pharmacy,Google Pay,HDFC Bank,Kolkata,45459.58,Failed,Insufficient Funds,906
898aa75a20c4716a,2023-05-27 16:27:07.254097671,7493938729,Grocery & Supermarkets,Google Pay,Axis Bank,Hyderabad,40688.29,Failed,Exceeded Daily Limit,393
2a5826dbb0c8f771,2024-04-15 17:55:46.799730869,78e8e57d51,Healthcare & Pharmacy,Google Pay,Bank of Baroda,Bengaluru,14498.39,Success,Transaction Completed Successfully,579
a9e2028bd27839a2,2024-06-07 10:51:26.864965166,e80a03fbe9,Electronics & Appliances,Google Pay,Bank of Baroda,Chennai,10174.45,Success,Transaction Completed Successfully,890
177ceab2d14cdfec,2023-11-04 13:13:54.553865208,6ce22b2e21,Food & Dining,Google Pay,ICICI Bank,Hyderabad,39143.17,Success,Transaction Completed Successfully,383
5807d4a8b2f84978,2025-03-03 10:58:10.102641790,37956d87d3,Healthcare & Pharmacy,Google Pay,HDFC Bank,Chennai,49441.86,Failed,System Error,1219
c9413653949502f6,2025-03-18 16:16:06.288251412,f944579553,Electronics & Appliances,Google Pay,State Bank of India,Chennai,37033.09,Failed,System Error,1478
c32f08750b680a08,2024-07-24 21:33:43.553065860,23902af58b,Grocery & Supermarkets,Paytm,State Bank of India,Hyderabad,27499.34,Failed,Invalid PIN,1791
0d33d24bb5fd96a3,2026-01-31 22:10:53.706191998,deff12f610,Food & Dining,BHIM,Bank of Baroda,Mumbai,10894.87,Failed,System Error,890
6d73cdc190eb6da2,2024-04-05 23:43:05.724236417,fe5c6e65fb,Food & Dining,PhonePe,Kotak Mahindra Bank,Chennai,12000.47,Failed,Insufficient Funds,814
120e3fbf05957dd2,2025-02-14 04:01:03.455141182,7a3f935e5f,Healthcare & Pharmacy,CRED,ICICI Bank,Mumbai,34603.79,Failed,Exceeded Daily Limit,890
f86701a86c8fdc7c,2025-02-07 06:13:34.139707150,1036fea8db,Grocery & Supermarkets,CRED,ICICI Bank,Chennai,37457.1,Failed,System Error,157
c964ea419046d9e9,2026-07-23 21:17:55.801049164,fdee8492ed,Food & Dining,Google Pay,Axis Bank,Bengaluru,21954.11,Failed,Invalid PIN,1258
3039f6024419bb32,2023-05-08 08:20:22.016361560,af9d1f3230,Electronics & Appliances,Amazon Pay,HDFC Bank,Bengaluru,45566.15,Failed,Invalid PIN,890
8147854b8e473d16,2025-04-30 07:23:06.259708344,85962df404,Electronics & Appliances,BHIM,HDFC Bank,Chennai,37366.09,Success,Transaction Completed Successfully,1116
f5edbe638a598eb0,2024-06-09 17:01:35.555233805,5921beb45b,Electronics & Appliances,Amazon Pay,Kotak Mahindra Bank,Mumbai,46031.19,Failed,Insufficient Funds,159
e912dc3e932efc1b,2026-07-19 12:40:29.893842500,190366f633,Food & Dining,Paytm,Bank of Baroda,Mumbai,2919.22,Failed,Exceeded Daily Limit,890
0e061feaa428287e,2024-12-04 18:49:18.599141901,cc606134b7,Electronics & Appliances,Amazon Pay,Axis Bank,Delhi NCR,16725.09,Failed,Insufficient Funds,1068
e3f49176bbbc1a50,2025-03-19 17:30:42.564165690,ac88987762,Electronics & Appliances,Paytm,ICICI Bank,Mumbai,18299.78,Success,Transaction Completed Successfully,890
2956d94074686f0b,2025-11-15 04:23:48.940932767,69942ff977,Food & Dining,Amazon Pay,Axis Bank,Kolkata,44439.99,Failed,Exceeded Daily Limit,1800
4c090eba233cb5c6,2026-04-23 20:29:58.272103587,c8e414531b,Grocery & Supermarkets,Paytm,HDFC Bank,Hyderabad,31434.65,Failed,Insufficient Funds,764
7320630c4f9b900c,2023-02-09 11:46:12.500754456,f3a3e4c583,Food & Dining,Google Pay,Axis Bank,Chennai,36623.54,Failed,Insufficient Funds,1563
c3acd0bb29803633,2024-06-25 02:14:27.196932382,c4c756ea55,Food & Dining,Amazon Pay,ICICI Bank,Kolkata,13291.77,Failed,System Error,890
eaa865a3fd85468b,2024-12-03 13:49:21.229440854,0e24d7a3b1,Electronics & Appliances,Google Pay,Axis Bank,Chennai,22356.29,Failed,Invalid PIN,566
24809d29158a302e,2024-08-05 04:27:06.795145697,505e1dabd5,Grocery & Supermarkets,Paytm,Axis Bank,Hyderabad,22081.99,Failed,Invalid PIN,1351
be48da63f74e5e06,2026-02-22 22:45:41.225927317,a113a6def8,Grocery & Supermarkets,BHIM,Axis Bank,Chennai,854.4,Failed,System Error,1314
d8bb78a7fb6986a0,2023-07-24 14:57:40.122241840,887a41b048,Food & Dining,CRED,HDFC Bank,Bengaluru,30964.73,Success,Transaction Completed Successfully,548
c071b7a528c0456f,2023-07-03 07:50:55.880509851,c895095089,Electronics & Appliances,Google Pay,HDFC Bank,Delhi NCR,41127.27,Failed,Bank Timed Out,347
ce7f18e4c9014de8,2023-03-20 01:53:36.780733819,35166dfa74,Electronics & Appliances,Google Pay,Axis Bank,Chennai,31519.3,Failed,Insufficient Funds,890
51e82d11e544239a,2026-03-10 04:34:35.907629464,ce4b6add87,Food & Dining,PhonePe,Axis Bank,Hyderabad,478.95,Failed,Exceeded Daily Limit,521
ce38939d76a18498,2025-05-31 00:48:32.000398812,0a440244cc,Grocery & Supermarkets,PhonePe,Axis Bank,Chennai,47931.09,Failed,Bank Timed Out,1027
ec53b4c115838382,2026-05-01 01:29:24.430192183,be94196b2b,Healthcare & Pharmacy,Paytm,ICICI Bank,Kolkata,34607.79,Failed,Insufficient Funds,1467
d9273d4bddf7c9da,2026-02-04 01:03:47.703808904,18e97d083c,Healthcare & Pharmacy,PhonePe,HDFC Bank,Hyderabad,23877.59,Failed,Exceeded Daily Limit,771
0dbe6960c67270ac,2026-04-23 14:11:15.718589328,0f35e2c2d4,Food & Dining,CRED,Kotak Mahindra Bank,Mumbai,35897.09,Failed,Insufficient Funds,890
69e652a97c14d4be,2025-08-18 02:27:28.318306622,61668322f8,Healthcare & Pharmacy,CRED,State Bank of India,Delhi NCR,26677.38,Success,Transaction Completed Successfully,890
99737b56c9223aa9,2024-04-22 21:07:25.382047652,b118b40752,Retail & Apparel,Amazon Pay,Kotak Mahindra Bank,Mumbai,28700.49,Failed,Insufficient Funds,834
37a91e5eabc5d91a,2023-11-24 13:10:21.623850760,dadac15bef,Grocery & Supermarkets,Google Pay,ICICI Bank,Delhi NCR,43865.06,Failed,Bank Timed Out,890
82adb3a76a1e7de8,2023-06-26 06:29:03.676453970,1a2118a741,Healthcare & Pharmacy,Paytm,Kotak Mahindra Bank,Bengaluru,21623.95,Failed,Insufficient Funds,1044
6cd9c32f64499643,2025-02-28 13:44:05.985364536,32f410d15f,Healthcare & Pharmacy,Paytm,HDFC Bank,Kolkata,31862.04,Failed,Insufficient Funds,522
9220c1e0bc8b279e,2025-01-13 00:41:11.601804122,adbce173a1,Retail & Apparel,PhonePe,State Bank of India,Mumbai,19042.66,Failed,System Error,276
3ad664708644ac46,2026-07-20 13:35:32.305175096,4415905e6d,Electronics & Appliances,Amazon Pay,State Bank of India,Delhi NCR,23777.49,Failed,System Error,1372
540683ec41d24636,2024-11-24 01:34:58.596206763,a681e96d7d,Grocery & Supermarkets,CRED,Bank of Baroda,Delhi NCR,18790.78,Failed,System Error,1016
af0e2cb5e17b0514,2024-06-10 05:31:50.148537683,5504f20f5e,Retail & Apparel,PhonePe,Bank of Baroda,Mumbai,16755.6,Failed,System Error,1311
2ccfb996f65c5faa,2026-01-09 05:06:32.289962689,54a0b8d5e8,Healthcare & Pharmacy,CRED,State Bank of India,Kolkata,3897.43,Failed,System Error,1776
8448e3de09d30b09,2025-08-10 10:45:53.145841742,3747da32e9,Food & Dining,CRED,Kotak Mahindra Bank,Bengaluru,45134.07,Failed,Exceeded Daily Limit,345
4368f716d018cdd0,2024-01-09 03:19:30.595102580,0550f08154,Healthcare & Pharmacy,Google Pay,State Bank of India,Hyderabad,25767.59,Failed,System Error,1617
89e9e5d2f80d54bb,2025-03-06 01:15:13.334069966,864a234656,Healthcare & Pharmacy,Google Pay,Bank of Baroda,Mumbai,25214.53,Failed,Insufficient Funds,1467
0fa9fafa5c5752e8,2025-01-23 15:37:44.656539760,6892d08ee7,Healthcare & Pharmacy,BHIM,ICICI Bank,Mumbai,12472.57,Failed,Invalid PIN,1675
aaa7f841e38f203f,2023-12-24 13:19:56.886586988,2a736c0b7f,Grocery & Supermarkets,Paytm,HDFC Bank,Mumbai,44913.86,Failed,System Error,1585
b24aa505db4edcd2,2026-08-21 15:02:19.863741529,0f333fa25a,Retail & Apparel,Paytm,HDFC Bank,Hyderabad,31975.46,Failed,Insufficient Funds,451
ddd5e93458be3b42,2023-11-22 09:41:50.504911401,b004ca53c4,Grocery & Supermarkets,CRED,Kotak Mahindra Bank,Mumbai,11446.37,Failed,Bank Timed Out,934
a7cca52111f0981e,2023-10-06 01:11:29.675621525,8f00ede6cd,Healthcare & Pharmacy,Amazon Pay,State Bank of India,Mumbai,30230.98,Failed,System Error,427
a38a28d04fe3a98e,2023-02-19 11:17:14.887888597,fff67217cb,Healthcare & Pharmacy,Amazon Pay,State Bank of India,Delhi NCR,46789.67,Failed,Invalid PIN,890
e55a90ce081509a7,2024-04-25 08:09:42.068367996,c1135b778b,Grocery & Supermarkets,PhonePe,HDFC Bank,Hyderabad,46861.11,Failed,Exceeded Daily Limit,313
4fb0be8b1176d305,2023-10-19 16:58:42.896699243,950c7c4586,Electronics & Appliances,PhonePe,Kotak Mahindra Bank,Delhi NCR,48025.64,Success,Transaction Completed Successfully,890
8505a6276d83b5f2,2023-04-02 11:20:56.665754103,c08633c846,Healthcare & Pharmacy,Google Pay,Kotak Mahindra Bank,Mumbai,35977.7,Failed,Bank Timed Out,890
fc81285c90bc20c5,2025-06-18 00:57:08.715983578,e0f611e162,Retail & Apparel,Amazon Pay,Axis Bank,Kolkata,33227.33,Success,Transaction Completed Successfully,890
01103eea6f7b02fe,2026-07-24 10:51:48.845785385,3ed8eb960a,Grocery & Supermarkets,Amazon Pay,Bank of Baroda,Hyderabad,44341.16,Failed,System Error,821
f483ae5b871a3972,2023-02-13 13:58:31.865721608,c00ae4d7bf,Healthcare & Pharmacy,Paytm,HDFC Bank,Mumbai,39542.68,Failed,Invalid PIN,1920
fd9e2d72a407c8b5,2025-04-17 09:41:38.051692972,78fece59ba,Food & Dining,Google Pay,Bank of Baroda,Mumbai,33309.55,Failed,System Error,890
68e86269d6526f48,2023-08-30 17:33:37.715475088,8e4263853d,Healthcare & Pharmacy,Paytm,Bank of Baroda,Mumbai,21512.0,Failed,System Error,279
cc593c978b21b94a,2025-02-23 08:14:08.092893717,9d935719cc,Retail & Apparel,Paytm,Kotak Mahindra Bank,Hyderabad,32223.27,Failed,Invalid PIN,890
f58d742a85d08ce3,2023-07-12 13:33:03.135320710,aadba4f44c,Retail & Apparel,Google Pay,HDFC Bank,Mumbai,44848.48,Failed,Invalid PIN,887
a427a241ed498372,2024-09-07 18:52:35.401434861,a31936b40e,Food & Dining,BHIM,Axis Bank,Kolkata,42623.33,Failed,Exceeded Daily Limit,1778
f5aca818fdbd0853,2023-03-04 14:16:01.506832951,d5d35e063d,Healthcare & Pharmacy,BHIM,ICICI Bank,Mumbai,24704.75,Failed,Bank Timed Out,890
bcd75054a6d6f07a,2023-12-01 14:46:17.793228194,b204c50a1c,Retail & Apparel,Google Pay,HDFC Bank,Bengaluru,43224.1,Failed,System Error,176
dc51fe41ded0861f,2024-10-11 11:21:52.573107542,b3d12f8e84,Grocery & Supermarkets,BHIM,State Bank of India,Hyderabad,41041.76,Success,Transaction Completed Successfully,890
3ca553d02d5cec7b,2023-10-26 04:00:01.514173172,9663fcdc3c,Healthcare & Pharmacy,Google Pay,ICICI Bank,Bengaluru,35899.35,Failed,System Error,1291
173457003cf9c56f,2025-06-05 12:59:51.704392629,3b369d229e,Retail & Apparel,CRED,Kotak Mahindra Bank,Bengaluru,8362.03,Failed,Insufficient Funds,1462
1452b9b5ef6d6fb9,2025-05-25 08:28:42.052019361,6ffea17f8d,Food & Dining,Amazon Pay,Axis Bank,Delhi NCR,20880.36,Success,Transaction Completed Successfully,418
b249c7a1ce1e1cac,2023-02-21 20:47:49.379402964,f9d54f6a17,Grocery & Supermarkets,BHIM,Bank of Baroda,Bengaluru,41000.51,Failed,Bank Timed Out,890
07f0ac300c357aa3,2023-10-08 06:24:53.733060153,1204bb4584,Retail & Apparel,Paytm,State Bank of India,Delhi NCR,35920.05,Failed,Exceeded Daily Limit,1038
c26172d7dae33dd6,2025-12-12 04:20:14.103409382,643878c0c0,Food & Dining,BHIM,Kotak Mahindra Bank,Hyderabad,44162.44,Failed,Invalid PIN,1281
676efff9eaf6f0b3,2024-06-27 10:39:20.029813105,5930c55b25,Electronics & Appliances,PhonePe,HDFC Bank,Delhi NCR,40974.41,Success,Transaction Completed Successfully,952
5dc3755d1c3ac250,2026-01-06 20:30:11.475159308,d8097f4a1d,Grocery & Supermarkets,Amazon Pay,ICICI Bank,Hyderabad,274.6,Failed,Exceeded Daily Limit,614
de9d7befdafdfecf,2023-12-05 19:10:30.166117244,fad3ea55f1,Healthcare & Pharmacy,Amazon Pay,State Bank of India,Mumbai,23422.77,Success,Transaction Completed Successfully,299
0ffc9cf80ca69e3d,2023-06-02 08:23:54.353834197,b7f463204f,Grocery & Supermarkets,CRED,Bank of Baroda,Delhi NCR,31042.71,Failed,Exceeded Daily Limit,890
992bac9fe180496e,2026-03-21 04:45:57.806917151,3409d061d4,Grocery & Supermarkets,CRED,Kotak Mahindra Bank,Hyderabad,36533.1,Failed,Bank Timed Out,1638
c9a6bec052271972,2026-08-27 03:34:25.900605904,da653e38e0,Retail & Apparel,Google Pay,Axis Bank,Hyderabad,26878.53,Failed,System Error,998
7acb12b5de362974,2026-03-26 10:54:51.016225867,27b0bc1dcd,Grocery & Supermarkets,Amazon Pay,Bank of Baroda,Kolkata,6181.1,Failed,Bank Timed Out,493
ff96f71565bef2c7,2025-01-19 12:19:04.054111238,54ac7beeaa,Healthcare & Pharmacy,CRED,Bank of Baroda,Bengaluru,2255.52,Failed,Exceeded Daily Limit,1355
743ca53638706b86,2024-06-08 01:18:20.885122188,fe4f76ea43,Retail & Apparel,CRED,Kotak Mahindra Bank,Mumbai,30.38,Failed,Insufficient Funds,1922
90086d92c6a1fce4,2024-10-13 02:28:21.008758622,0b5d95531b,Grocery & Supermarkets,PhonePe,Axis Bank,Bengaluru,48616.88,Failed,Exceeded Daily Limit,492
e579cedad8485d31,2025-05-14 03:39:40.214469723,d26f6549bf,Retail & Apparel,Paytm,Axis Bank,Mumbai,44882.99,Failed,Insufficient Funds,1201
9d991296d6b6d3c8,2025-03-03 01:42:11.330852623,abdf1b5c5d,Healthcare & Pharmacy,Google Pay,ICICI Bank,Hyderabad,20952.6,Failed,Insufficient Funds,890
ced4971ced86dd2d,2023-04-12 06:50:38.204998781,5e19b22714,Electronics & Appliances,PhonePe,Bank of Baroda,Chennai,33833.82,Failed,Insufficient Funds,690
dc6b23d169cae433,2024-05-01 07:53:51.860169468,d2c3837081,Healthcare & Pharmacy,Google Pay,Bank of Baroda,Mumbai,12244.45,Success,Transaction Completed Successfully,1220
e5fef86b84ec2b49,2023-07-13 08:50:45.233340033,07ef8316f4,Retail & Apparel,CRED,State Bank of India,Bengaluru,33636.2,Failed,Invalid PIN,1289
966ebfc29c7a65ec,2025-06-17 09:06:04.123824442,e051ca3c83,Food & Dining,Google Pay,Kotak Mahindra Bank,Chennai,3199.57,Failed,Invalid PIN,1739
24c33b348a0ac3fa,2026-03-28 06:37:21.679423021,49bcf56fd8,Grocery & Supermarkets,Google Pay,HDFC Bank,Kolkata,23081.2,Failed,Insufficient Funds,1650
0462fe0505f48619,2026-01-30 21:24:28.653410717,0505d2099e,Food & Dining,PhonePe,Axis Bank,Chennai,47857.4,Failed,Exceeded Daily Limit,609
7b9002ba00ea4efb,2023-11-21 11:35:42.881764947,e4d63397d6,Food & Dining,CRED,State Bank of India,Kolkata,10789.17,Failed,Insufficient Funds,351
f69de4d7fadd0673,2025-05-25 12:13:18.405244216,3b25912ec4,Electronics & Appliances,PhonePe,ICICI Bank,Chennai,30894.12,Failed,Exceeded Daily Limit,863
6eb3b63c0f3a3a4e,2026-06-16 07:10:13.076952380,c5bc739c5f,Retail & Apparel,PhonePe,Kotak Mahindra Bank,Mumbai,33376.46,Failed,Exceeded Daily Limit,1369
650fc218f49c08e4,2024-12-03 13:31:50.829056892,a2a0b3ea65,Grocery & Supermarkets,Amazon Pay,ICICI Bank,Mumbai,9648.49,Failed,Exceeded Daily Limit,1227
0adfd3f219caebfe,2024-09-07 14:14:34.339883915,7ed0d8d94b,Grocery & Supermarkets,Google Pay,Axis Bank,Delhi NCR,36290.97,Failed,Insufficient Funds,472
8272b55379c511b1,2024-03-12 15:28:24.561940994,4c5f757ea7,Food & Dining,CRED,Bank of Baroda,Chennai,28896.41,Failed,Insufficient Funds,972
